Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-08-30 00:00:00-04:00,0.8790000081062317,0.8870000243186951,0.8769999742507935,0.8849999904632568,2886,0.0,0.0
2000-08-31 00:00:00-04:00,0.8849999904632568,0.8880000114440918,0.8799999952316284,0.8849999904632568,1095,0.0,0.0
2000-09-01 00:00:00-04:00,0.878000020980835,0.8889999985694885,0.878000020980835,0.8889999985694885,3449,0.0,0.0
2000-09-05 00:00:00-04:00,0.8960000276565552,0.9070000052452087,0.8949999809265137,0.906000018119812,1397,0.0,0.0
2000-09-06 00:00:00-04:00,0.9049999713897705,0.906000018119812,0.8974999785423279,0.9014999866485596,1195,0.0,0.0
2000-09-07 00:00:00-04:00,0.9014999866485596,0.9070000052452087,0.9014999866485596,0.906000018119812,1598,0.0,0.0
2000-09-08 00:00:00-04:00,0.9120000004768372,0.9190000295639038,0.909500002861023,0.9120000004768372,628,0.0,0.0
2000-09-11 00:00:00-04:00,0.9110000133514404,0.9129999876022339,0.9070000052452087,0.9129999876022339,653,0.0,0.0
2000-09-12 00:00:00-04:00,0.9120000004768372,0.9284999966621399,0.9120000004768372,0.9284999966621399,623,0.0,0.0
2000-09-13 00:00:00-04:00,0.9334999918937683,0.9334999918937683,0.9269999861717224,0.9275000095367432,1014,0.0,0.0
2000-09-14 00:00:00-04:00,0.9330000281333923,0.9340000152587891,0.9229999780654907,0.9254999756813049,806,0.0,0.0
2000-09-15 00:00:00-04:00,0.9254999756813049,0.9254999756813049,0.9125000238418579,0.9200000166893005,505,0.0,0.0
2000-09-18 00:00:00-04:00,0.9200000166893005,0.921999990940094,0.9139999747276306,0.9185000061988831,693,0.0,0.0
2000-09-19 00:00:00-04:00,0.9139999747276306,0.921999990940094,0.9139999747276306,0.921500027179718,1050,0.0,0.0
2000-09-20 00:00:00-04:00,0.9120000004768372,0.9129999876022339,0.8999999761581421,0.9014999866485596,508,0.0,0.0
2000-09-21 00:00:00-04:00,0.9039999842643738,0.9259999990463257,0.9039999842643738,0.9254999756813049,545,0.0,0.0
2000-09-22 00:00:00-04:00,0.9070000052452087,0.9265000224113464,0.9070000052452087,0.9194999933242798,561,0.0,0.0
2000-09-25 00:00:00-04:00,0.9200000166893005,0.9275000095367432,0.9070000052452087,0.9269999861717224,980,0.0,0.0
2000-09-26 00:00:00-04:00,0.9240000247955322,0.9254999756813049,0.9114999771118164,0.9164999723434448,0,0.0,0.0
2000-09-27 00:00:00-04:00,0.9120000004768372,0.9169999957084656,0.9049999713897705,0.9125000238418579,841,0.0,0.0
2000-09-28 00:00:00-04:00,0.9139999747276306,0.9144999980926514,0.906499981880188,0.9110000133514404,455,0.0,0.0
