Date,short_mean_raw,short_variance_raw,short_skewness_raw,short_kurtosis_raw,short_mean_norm,short_variance_norm,short_skewness_norm,short_kurtosis_norm,short_bri,short_risk_level,mid_mean_raw,mid_variance_raw,mid_skewness_raw,mid_kurtosis_raw,mid_mean_norm,mid_variance_norm,mid_skewness_norm,mid_kurtosis_norm,mid_bri,mid_risk_level,long_mean_raw,long_variance_raw,long_skewness_raw,long_kurtosis_raw,long_mean_norm,long_variance_norm,long_skewness_norm,long_kurtosis_norm,long_bri,long_risk_level,composite_bri,composite_risk_level,price,returns
1985-10-01 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,112.13999938964844,
1985-10-02 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,110.8249969482422,-0.011795732158372806
1985-10-03 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,110.87000274658205,0.00040601546286613097
1985-10-04 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,110.0749969482422,-0.007196444639788344
1985-10-07 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,108.1999969482422,-0.017180585709872256
1985-10-08 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,107.16000366210938,-0.009658259356968114
1985-10-09 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,108.62999725341795,0.013624508311205914
1985-10-10 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,109.43499755859376,0.007383156225025131
1985-10-11 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,111.0500030517578,0.014649834434512746
1985-10-14 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,113.18499755859376,0.019043048763666953
1985-10-15 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,113.37999725341795,0.0017213580865468332
1985-10-16 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,114.31500244140624,0.008212832471437453
1985-10-17 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,114.73999786376952,0.003710863412692472
1985-10-18 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,114.31999969482422,-0.003667149603589947
1985-10-21 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,113.68000030517578,-0.005614044478763525
1985-10-22 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,114.44000244140624,0.006663203042052315
1985-10-23 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,115.06500244140624,0.005446517781582282
1985-10-24 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,115.48500061035156,0.003643449386242109
1985-10-25 00:00:00-04:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,113.91000366210938,-0.013731961622270613
1985-10-28 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,113.81999969482422,-0.0007904445672036677
1985-10-29 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,115.4000015258789,0.013786116802756189
1985-10-30 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,115.7699966430664,0.0032010679245406885
1985-10-31 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,115.4800033569336,-0.0025080513569330633
1985-11-01 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,116.2750015258789,0.006860704369050763
1985-11-04 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,116.04000091552734,-0.00202312109021876
1985-11-05 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,116.44000244140624,0.003441172701537786
1985-11-06 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,117.37999725341795,0.00804037188662754
1985-11-07 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,117.62000274658205,0.0020426006520028656
1985-11-08 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,119.26000213623048,0.013846889224212289
1985-11-11 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,120.4000015258789,0.009513543940793288
1985-11-12 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,121.81999969482422,0.011724997355068309
1985-11-13 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,121.16500091552734,-0.005391282294486646
1985-11-14 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,121.83499908447266,0.00551440219551501
1985-11-15 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,122.1750030517578,0.0027868053305664517
1985-11-18 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,121.95500183105467,-0.0018023288891741529
1985-11-19 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,122.56999969482422,0.005030153617643414
1985-11-20 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,122.1999969482422,-0.0030232710992390624
1985-11-21 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,123.61000061035156,0.011472431073425127
1985-11-22 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,123.97000122070312,0.0029081578593661097
1985-11-25 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,123.13500213623048,-0.006758278879792475
1985-11-26 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,123.9499969482422,0.0065969020432962225
1985-11-27 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,125.7699966430664,0.014576581507690395
1985-11-29 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,126.05999755859376,0.002303149349934402
1985-12-02 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,125.18499755859376,-0.006965341038632456
1985-12-03 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,125.2300033569336,0.0003594497027723713
1985-12-04 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,127.94000244140624,0.021409349722336275
1985-12-05 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,128.4600067138672,0.004056200989485313
1985-12-06 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,126.95500183105467,-0.011784916711072475
1985-12-09 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,127.48500061035156,0.004166008023498301
1985-12-10 00:00:00-05:00,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,127.9749984741211,0.0038362050140556096
1985-12-11 00:00:00-05:00,0.0028291727730757233,7.132187947104894e-05,-0.1850922805479569,-0.10133240681805954,1.1843006803102476,-0.5616919535565258,0.05161334386770524,-0.6251807030330798,0.012260341897086802,0,,,,,,,,,,0,,,,,,,,,,0,,0,129.17999267578125,0.009371803486159477
1985-12-12 00:00:00-05:00,0.002862294751846476,6.995139222099016e-05,-0.19878882807087536,-0.043611862903327664,1.2013844532083358,-0.5656027893548464,0.02629952090382284,-0.5919433862293606,0.017534449631987886,0,,,,,,,,,,0,,,,,,,,,,0,,0,129.76499938964844,0.0045183936903841065
1985-12-13 00:00:00-05:00,0.003153853056493061,7.300012103552471e-05,-0.1752401587167892,-0.12354963366405303,1.3517654403349892,-0.5569029070416458,0.069821937488504,-0.6379740857196887,0.05667759626553967,0,,,,,,,,,,0,,,,,,,,,,0,,0,132.125,0.018023326593468884
1985-12-16 00:00:00-05:00,0.0031634794158368084,7.16011838941657e-05,-0.1803405780674003,-0.06641299995027736,1.3567305584519413,-0.5608949277275679,0.06039539315191933,-0.6050730028981506,0.06278950524453555,0,,,,,,,,,,0,,,,,,,,,,0,,0,132.61000061035156,0.0036640501017116776
1985-12-17 00:00:00-05:00,0.002954165157185109,7.261609093955868e-05,-0.14230060567496983,-0.16662954910179426,1.248769700077898,-0.5579987790731966,0.1307004919428135,-0.6627808650770847,0.03967263696760753,0,,,,,,,,,,0,,,,,,,,,,0,,0,131.53500366210938,-0.008139490551354964
1985-12-18 00:00:00-05:00,0.0028457702714274986,7.191756833396435e-05,-0.10848819264909676,-0.16959675882573222,1.1928613974848055,-0.5599920900009542,0.19319225754187463,-0.6644894783875083,0.04039302165955441,0,,,,,,,,,,0,,,,,,,,,,0,,0,131.13999938964844,-0.003007553559483462
1985-12-19 00:00:00-05:00,0.002901527092348027,7.07840702748709e-05,-0.1286654370856487,-0.12807829824279823,1.221619850375512,-0.5632266511299538,0.15590087497183674,-0.640581834176181,0.0434280600103035,0,,,,,,,,,,0,,,,,,,,,,0,,0,131.9250030517578,0.0059681522429771
1985-12-20 00:00:00-05:00,0.0028951150080821267,6.952241256496658e-05,-0.1273495981340204,-0.07624059001081569,1.2183126025760909,-0.5668269298898688,0.15833279544046316,-0.6107320404280416,0.0497716069246609,0,,,,,,,,,,0,,,,,,,,,,0,,0,132.25999450683594,0.002536038289191712
1985-12-23 00:00:00-05:00,0.002643928301916653,7.196221727500548e-05,-0.11874239880195149,-0.18655802979926145,1.0887546231796736,-0.5598646793468433,0.17424053567516523,-0.6742563152623255,0.007218541061417505,0,,,,,,,,,,0,,,,,,,,,,0,,0,130.72500610351562,-0.011673713949515354
1985-12-24 00:00:00-05:00,0.0025087643800442098,7.179937725173413e-05,-0.08236044133962042,-0.21931531923772135,1.0190392912163933,-0.560329361227234,0.24148130775585883,-0.6931189997218761,0.001768059505785513,0,,,,,,,,,,0,,,,,,,,,,0,,0,130.02999877929688,-0.0053307430885575
1985-12-26 00:00:00-05:00,0.0025072784248335845,7.058257113802038e-05,-0.08246973860889215,-0.1710551754756515,1.0182728599131563,-0.563801651034325,0.24127930562939953,-0.6653292808726822,0.007605308408887151,0,,,,,,,,,,0,,,,,,,,,,0,,0,130.34500122070312,0.002419607067406683
1985-12-27 00:00:00-05:00,0.002608929443601296,7.003650365899405e-05,-0.11266651312146975,-0.16673838379117983,1.0707027866245495,-0.5653599145243233,0.18546992718475133,-0.6628435355372883,0.0069923159369223165,0,,,,,,,,,,0,,,,,,,,,,0,,0,131.48500061035156,0.008707990569664013
1985-12-30 00:00:00-05:00,0.00262317966688547,6.890095452429448e-05,-0.11880985182377793,-0.1194942245558447,1.0780528178536268,-0.5686003286226994,0.1741158696708283,-0.6356388527479182,0.011982376538459377,0,,,,,,,,,,0,,,,,,,,,,0,,0,131.94500732421875,0.0034924432872200707
1985-12-31 00:00:00-05:00,0.0026235901336245657,6.778965942058615e-05,-0.1198708379459353,-0.0720556205807977,1.0782645298591647,-0.5717715311814205,0.17215496566794092,-0.6083222025206777,0.017581440456251846,0,,,,,,,,,,0,,,,,,,,,,0,,0,132.2949981689453,0.002649039071448513
1986-01-02 00:00:00-05:00,0.002685550477631692,6.621584918890179e-05,-0.09102751304574562,-0.0470224696097989,1.1102226581168837,-0.5762625714253706,0.2254629119946635,-0.593907321561698,0.04137891928111964,0,,,,,,,,,,0,,,,,,,,,,0,,0,131.2550048828125,-0.007892230485923867
1986-01-03 00:00:00-05:00,0.002593618253397502,6.717418135774774e-05,-0.06988206378662379,-0.12252174586844569,1.0628055260758522,-0.5735278653911158,0.26454372109210184,-0.6373821953807524,0.029109796599021465,0,,,,,,,,,,0,,,,,,,,,,0,,0,130.5500030517578,-0.005385714663887809
1986-01-06 00:00:00-05:00,0.0026841197018572702,6.58895727550612e-05,-0.07938542926650907,-0.03678791145511554,1.1094846874609792,-0.5771936370427687,0.24697969549248652,-0.5880139389172827,0.047814201748353574,0,,,,,,,,,,0,,,,,,,,,,0,,0,130.35499572753906,-0.0014948533868229784
1986-01-07 00:00:00-05:00,0.0032505959402318024,6.323721501835962e-05,0.08537214922694616,-0.24294239156290898,1.4016638315735646,-0.5847624309780647,0.5514830140815351,-0.7067242160756362,0.1654150496503497,0,,,,,,,,,,0,,,,,,,,,,0,,0,132.7899932861328,0.018507417307723272
1986-01-08 00:00:00-05:00,0.003207855572170658,6.447355574955523e-05,0.04644446132826556,-0.2179737744772711,1.3796190513812034,-0.5812343969957899,0.4795372483174561,-0.6923464957711973,0.14639385173291808,0,,,,,,,,,,0,,,,,,,,,,0,,0,131.16000366210938,-0.012350902544820202
1986-01-09 00:00:00-05:00,0.0027033849238443136,6.982716187466773e-05,-0.08219467863438278,0.020659760191046303,1.1194213726915283,-0.5659572942841078,0.24178766873970373,-0.5549337506058176,0.06007949913532665,0,,,,,,,,,,0,,,,,,,,,,0,,0,128.8000030517578,-0.01815714253335377
1986-01-10 00:00:00-05:00,0.0026801898598854844,6.964045984256888e-05,-0.07589560535509572,0.0353724539713558,1.1074577394867642,-0.5664900690258794,0.25342955335052125,-0.5464617156760248,0.061983877033845336,0,,,,,,,,,,0,,,,,,,,,,0,,0,129.56500244140625,0.005921867195618867
1986-01-13 00:00:00-05:00,0.002389968239208563,6.78871019955998e-05,-0.028242326665666107,0.11662225955749103,0.9577661920077929,-0.571493468097924,0.34150186926621373,-0.49967550498999347,0.05702477204652229,0,,,,,,,,,,0,,,,,,,,,,0,,0,129.09500122070312,-0.003634127668133322
1986-01-14 00:00:00-05:00,0.002098144401928744,6.337595620885939e-05,-0.07033469655784336,0.238256843931366,0.8072482475080731,-0.5843665177621739,0.2637071697043064,-0.42963445996631083,0.014238609870973709,0,,,,,,,,,,0,,,,,,,,,,0,,0,129.17999267578125,0.0006581470150383749
1986-01-15 00:00:00-05:00,0.0023575876042726007,6.741787237685837e-05,-0.039514284833166165,0.09695754495339161,0.9410647920893089,-0.5728324663195621,0.3206691482442971,-0.5109990703069925,0.044475600926762865,0,,,,,,,,,,0,,,,,,,,,,0,,0,131.53500366210938,0.018066279834209806
1986-01-16 00:00:00-05:00,0.0024101955368660086,6.821823201614497e-05,-0.041697250384374954,0.04456598436236163,0.968199100075078,-0.570548552238115,0.31663461301510243,-0.5411677897802141,0.04327934276796286,0,,,,,,,,,,0,,,,,,,,,,0,,0,133.05999755859375,0.01152713222482219
1986-01-17 00:00:00-05:00,0.0023166612624049305,6.852215915522282e-05,-0.009317285602790762,0.016661525182887285,0.9199556568273125,-0.5696812627864722,0.3764789420101451,-0.5572360609204643,0.042379318782630265,0,,,,,,,,,,0,,,,,,,,,,0,,0,132.77000427246094,-0.002181795878355474
1986-01-20 00:00:00-05:00,0.0022349753757783873,6.993588525664527e-05,-0.01193825595652656,-0.060140348765709534,0.8778234175137878,-0.5656470401797125,0.37163489065946465,-0.6014610117338142,0.020587564064931452,0,,,,,,,,,,0,,,,,,,,,,0,,0,131.60499572753906,-0.008813360461062172
1986-01-21 00:00:00-05:00,0.0022618507269923107,6.955269416702359e-05,-0.01483420769507173,-0.03452200109035194,0.891685282466749,-0.5667405180145669,0.36628262144718216,-0.5867091559832595,0.026129557479026205,0,,,,,,,,,,0,,,,,,,,,,0,,0,131.08999633789062,-0.003920897352286346
1986-01-22 00:00:00-05:00,0.0019764741401060012,7.213079802096607e-05,0.019725788593594105,-0.14316824752506582,0.7444927238777612,-0.5593836156841334,0.43015606300023335,-0.649271104769121,-0.008501483393814957,0,,,,,,,,,,0,,,,,,,,,,0,,0,129.61500549316406,-0.01131552193178517
1986-01-23 00:00:00-05:00,0.0018477153341196278,7.226725410595514e-05,0.06275751373815873,-0.15089035598879233,0.678081045537983,-0.55899422326764,0.5096868696007457,-0.6537177393292649,-0.006236011864544061,0,,,,,,,,,,0,,,,,,,,,,0,,0,129.27000427246094,-0.002665286995559271
